index,Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day,Location,Region,Is_northeast,Is_midwest,Is_territory,Is_south,Is_west,EV_Density,Days_Since_First_Record,Quarter,County_EV_Mean,State_EV_Mean,Vehicle_Size_Bin,EV_Percent_Bin,BEV_in_West,Winter_EV,EV_Growth_Rate,Market_Growth_Rate,EV_Z_Score,BEV_Percentage,PHEV_Percentage,EV_to_NonEV_Ratio,Dominant_EV_Type,West_BEV
4363,2022-06-30,Kittitas,WA,Truck,1,0,1,14648,14649,0.0068264045327326,2022,6,30,"Kittitas, WA",West,0,0,0,0,1,6.82640453273261e-05,1976,2,0.5641342677644992,0.49610926478863887,Large,Low,1,0,-0.9984871406959153,-0.5136131217212299,-0.42262146537373296,0.01,0.0,6.826870562534134e-05,BEV,1
4364,2023-08-31,Lincoln,WA,Truck,0,0,0,4836,4836,0.0,2023,8,31,"Lincoln, WA",West,0,0,0,0,1,0.0,2403,3,0.8609884068601248,0.49610926478863887,Medium,,0,0,-1.0,-0.3739805825242718,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4365,2019-02-28,Columbia,WA,Truck,0,0,0,1525,1525,0.0,2019,2,28,"Columbia, WA",West,0,0,0,0,1,0.0,758,1,0.8666578399650917,0.49610926478863887,Medium,,0,0,-1.0,-0.37678790355537395,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4366,2022-04-30,Kauai,HI,Passenger,1,0,1,25,26,3.8461538461538463,2022,4,30,"Kauai, HI",West,0,0,0,0,1,0.038461538461538464,1915,2,4.979560612283724,2.9401021116927435,Tiny,High,1,0,0.0,0.13043478260869557,-0.05890375023454254,3.85,0.0,0.04,BEV,1
4367,2024-02-29,Skagit,WA,Passenger,1399,500,1899,88491,90390,2.1008961168270823,2024,2,29,"Skagit, WA",West,0,0,0,0,1,0.021008961168270827,2585,1,0.5538022315621892,0.49610926478863887,Large,High,1399,1899,2.8132530120481927,-0.02179559326436087,-0.22424030026626188,1.55,0.55,0.02145980947214971,BEV,1
4368,2024-05-31,Sonoma,CA,Passenger,2,1,3,61,64,4.6875,2024,5,31,"Sonoma, CA",West,0,0,0,0,1,0.046875,2677,2,4.817141644587296,2.3763470968966462,Tiny,High,2,0,0.5,0.23076923076923084,0.020800965075922988,3.12,1.56,0.04918032786885246,BEV,1
4369,2019-06-30,Santa Cruz,CA,Passenger,1,0,1,43,44,2.272727272727273,2019,6,30,"Santa Cruz, CA",West,0,0,0,0,1,0.022727272727272728,880,2,3.229833174356691,2.3763470968966462,Tiny,High,1,0,0.0,0.5714285714285714,-0.20796191912684173,2.27,0.0,0.023255813953488372,BEV,1
4370,2024-07-31,Miami-Dade,FL,Passenger,2,0,2,57,59,3.389830508474576,2024,7,31,"Miami-Dade, FL",South,0,0,0,1,0,0.03389830508474576,2738,3,1.6126810416708373,3.039365731673768,Tiny,High,,0,1.0,0.0535714285714286,-0.10213342633513406,3.39,0.0,0.03508771929824561,BEV,0
4371,2020-09-30,Kauai,HI,Passenger,1,0,1,22,23,4.3478260869565215,2020,9,30,"Kauai, HI",West,0,0,0,0,1,0.043478260869565216,1338,3,4.979560612283724,2.9401021116927435,Tiny,High,1,0,0.0,-0.11538461538461542,-0.01137795725438921,4.35,0.0,0.045454545454545456,BEV,1
4372,2024-07-31,Kings,NY,Passenger,2,0,2,36,38,5.263157894736842,2024,7,31,"Kings, NY",Northeast,1,0,0,0,0,0.05263157894736842,2738,3,2.233152907936545,6.750273862944342,Tiny,Very High,,0,1.0,-0.46478873239436624,0.07533577028834673,5.26,0.0,0.05555555555555555,BEV,0
4373,2022-02-28,Botetourt,VA,Passenger,1,0,1,0,1,100.0,2022,2,28,"Botetourt, VA",South,0,0,0,1,0,1.0,1854,1,100.0,9.696117221277873,Tiny,Very High,,1,0.0,0.0,9.05020657096152,100.0,0.0,,BEV,0
4374,2021-02-28,Contra Costa,CA,Passenger,3,3,6,273,279,2.150537634408602,2021,2,28,"Contra Costa, CA",West,0,0,0,0,1,0.021505376344086023,1489,1,1.6332292142872267,2.3763470968966462,Small,High,3,6,0.5,0.951048951048951,-0.21953752364058066,1.08,1.08,0.02197802197802198,Equal,0
4375,2024-11-30,Wake,NC,Passenger,4,1,5,77,82,6.097560975609756,2024,11,30,"Wake, NC",South,0,0,0,1,0,0.06097560975609756,2860,4,4.27933340999796,5.916470008427661,Tiny,Very High,,0,4.0,-0.3970588235294118,0.15438273533492622,4.88,1.22,0.06493506493506493,BEV,0
4376,2018-01-31,Pend Oreille,WA,Truck,0,0,0,5618,5618,0.0,2018,1,31,"Pend Oreille, WA",West,0,0,0,0,1,0.0,365,1,0.2008955411393849,0.49610926478863887,Medium,,0,0,-1.0,-0.3602823958096105,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4377,2022-03-31,Escambia,FL,Passenger,0,1,1,154,155,0.6451612903225806,2022,3,31,"Escambia, FL",South,0,0,0,1,0,0.0064516129032258064,1885,1,1.4176620929952952,3.039365731673768,Small,Low,,0,0.0,-0.0064102564102563875,-0.36214897124984374,0.0,0.65,0.006493506493506494,PHEV,0
4378,2018-07-31,Hamilton,IN,Passenger,1,0,1,46,47,2.1276595744680846,2018,7,31,"Hamilton, IN",Midwest,0,1,0,0,0,0.02127659574468085,546,3,5.404810568560579,12.310058629381292,Tiny,High,,0,0.0,0.5161290322580645,-0.22170487086868498,2.13,0.0,0.021739130434782608,BEV,0
4379,2022-03-31,Yakima,WA,Passenger,312,181,493,167520,168013,0.293429675084666,2022,3,31,"Yakima, WA",West,0,0,0,0,1,0.0029342967508466608,1885,1,0.1577805286491515,0.49610926478863887,Large,Low,312,0,1.6363636363636362,0.02069170812905896,-0.3954701769510521,0.19,0.11,0.0029429321872015283,BEV,1
4380,2021-09-30,Boulder,CO,Passenger,1,1,2,50,52,3.8461538461538463,2021,9,30,"Boulder, CO",West,0,0,0,0,1,0.038461538461538464,1703,3,3.934420253061779,3.937185577855679,Tiny,High,1,0,0.0,-0.018867924528301883,-0.05890375023454254,1.92,1.92,0.04,Equal,0
4381,2024-06-30,Alexandria,VA,Passenger,3,0,3,84,87,3.4482758620689653,2024,6,30,"Alexandria, VA",South,0,0,0,1,0,0.034482758620689655,2707,2,2.315788789965814,9.696117221277873,Tiny,High,,0,0.0,-0.3203125,-0.09659662052914697,3.45,0.0,0.03571428571428571,BEV,0
4382,2024-09-30,Grays Harbor,WA,Truck,26,0,26,20659,20685,0.1256949480299734,2024,9,30,"Grays Harbor, WA",West,0,0,0,0,1,0.001256949480299734,2799,3,0.3829308137859151,0.49610926478863887,Large,Low,26,0,-0.8888888888888888,-0.5755617112957834,-0.4113604839387959,0.13,0.0,0.0012585313906771868,BEV,1
4383,2022-11-30,Klickitat,WA,Truck,3,0,3,8237,8240,0.0364077669902912,2022,11,30,"Klickitat, WA",West,0,0,0,0,1,0.00036407766990291263,2129,4,0.5134564002904657,0.49610926478863887,Medium,Low,3,0,inf,-0.008423586040914532,-0.41981908247533023,0.04,0.0,0.0003642102707296346,BEV,1
4384,2022-05-31,Columbia,WA,Passenger,7,0,7,2438,2445,0.2862985685071574,2022,5,31,"Columbia, WA",West,0,0,0,0,1,0.0028629856850715747,1946,2,0.8666578399650917,0.49610926478863887,Medium,Low,7,0,inf,0.6032786885245902,-0.3961457405309301,0.29,0.0,0.002871205906480722,BEV,1
4386,2019-01-31,Cook,IL,Passenger,1,0,1,255,256,0.390625,2019,1,31,"Cook, IL",Midwest,0,1,0,0,0,0.00390625,730,1,1.4068475475124038,8.92518638077433,Small,Low,,1,-0.5,0.10822510822510822,-0.386262402402526,0.39,0.0,0.00392156862745098,BEV,0
4387,2020-08-31,Spartanburg,SC,Passenger,0,1,1,52,53,1.8867924528301887,2020,8,31,"Spartanburg, SC",South,0,0,0,1,0,0.018867924528301886,1308,3,2.1912141137665064,3.044068324394799,Tiny,Medium,,0,0.0,0.08163265306122458,-0.24452335677966985,0.0,1.89,0.019230769230769232,PHEV,0
4388,2019-07-31,Placer,CA,Passenger,1,0,1,112,113,0.8849557522123893,2019,7,31,"Placer, CA",West,0,0,0,0,1,0.008849557522123894,911,3,2.9936227849675987,2.3763470968966462,Small,Low,1,0,-0.5,0.48684210526315796,-0.33943210348907615,0.88,0.0,0.008928571428571428,BEV,1
4389,2023-10-31,Chatham,NC,Passenger,1,0,1,5,6,16.666666666666664,2023,10,31,"Chatham, NC",South,0,0,0,1,0,0.16666666666666666,2464,4,17.910052910052908,5.916470008427661,Tiny,Very High,,0,0.0,0.19999999999999996,1.1556442925915988,16.67,0.0,0.2,BEV,0
4390,2018-06-30,Carroll,NH,Passenger,0,1,1,1,2,50.0,2018,6,30,"Carroll, NH",Northeast,1,0,0,0,0,0.5,515,2,20.581135810540847,14.041988616382616,Tiny,Very High,,0,0.0,0.0,4.313469203939567,0.0,50.0,1.0,PHEV,0
4391,2022-07-31,Klickitat,WA,Truck,0,0,0,8273,8273,0.0,2022,7,31,"Klickitat, WA",West,0,0,0,0,1,0.0,2007,3,0.5134564002904657,0.49610926478863887,Medium,,0,0,-1.0,0.004004854368931943,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4392,2023-02-28,Chelan,WA,Passenger,564,151,715,54209,54924,1.301798849319059,2023,2,28,"Chelan, WA",West,0,0,0,0,1,0.01301798849319059,2219,1,0.5448939941607858,0.49610926478863887,Large,Medium,564,715,22.06451612903226,1.370888370888371,-0.2999425780040697,1.03,0.27,0.013189691748602631,BEV,1
4393,2022-04-30,Franklin,WA,Truck,0,0,0,20911,20911,0.0,2022,4,30,"Franklin, WA",West,0,0,0,0,1,0.0,1915,2,2.843016393011232,0.49610926478863887,Large,,0,0,-1.0,-0.656594354030841,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4394,2022-04-30,Jefferson,IL,Passenger,1,0,1,1,2,50.0,2022,4,30,"Jefferson, IL",Midwest,0,1,0,0,0,0.5,1915,2,3.8775385909493782,8.92518638077433,Tiny,Very High,,0,0.0,0.0,4.313469203939567,50.0,0.0,1.0,BEV,0
4395,2020-11-30,Grant,WA,Truck,0,0,0,27403,27403,0.0,2020,11,30,"Grant, WA",West,0,0,0,0,1,0.0,1399,4,0.1511207019144853,0.49610926478863887,Large,,0,0,-1.0,-0.5910976483227885,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4396,2017-11-30,Douglas,WA,Truck,0,0,0,11701,11701,0.0,2017,11,30,"Douglas, WA",West,0,0,0,0,1,0.0,303,4,1.716483134986878,0.49610926478863887,Large,,0,0,-1.0,-0.5671266323850395,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4397,2020-11-30,Travis,TX,Passenger,3,1,4,194,198,2.02020202020202,2020,11,30,"Travis, TX",South,0,0,0,1,0,0.020202020202020204,1399,4,2.5301800533574124,4.399044782974192,Small,High,,0,1.0,2.413793103448276,-0.23188483512190214,1.52,0.51,0.020618556701030927,BEV,0
4398,2023-09-30,New Castle,DE,Passenger,1,0,1,18,19,5.263157894736842,2023,9,30,"New Castle, DE",South,0,0,0,1,0,0.05263157894736842,2433,3,5.923546611627107,3.5585989159816154,Tiny,Very High,,0,0.0,0.1875,0.07533577028834673,5.26,0.0,0.05555555555555555,BEV,0
4399,2024-11-30,Nueces,TX,Passenger,2,1,3,45,48,6.25,2024,11,30,"Nueces, TX",South,0,0,0,1,0,0.0625,2860,4,2.9429225027681216,4.399044782974192,Tiny,Very High,,0,0.5,-0.5,0.168824007795359,4.17,2.08,0.06666666666666667,BEV,0
4400,2020-07-31,Sumter,FL,Passenger,0,1,1,9,10,10.0,2020,7,31,"Sumter, FL",South,0,0,0,1,0,0.1,1277,3,8.476577186254605,3.039365731673768,Tiny,Very High,,0,0.0,0.0,0.5240793103220054,0.0,10.0,0.1111111111111111,PHEV,0
4401,2020-04-30,Powhatan,VA,Passenger,1,0,1,1,2,50.0,2020,4,30,"Powhatan, VA",South,0,0,0,1,0,0.5,1185,2,47.916666666666664,9.696117221277873,Tiny,Very High,,0,0.0,0.0,4.313469203939567,50.0,0.0,1.0,BEV,0
4402,2022-01-31,Jefferson,IL,Passenger,1,0,1,1,2,50.0,2022,1,31,"Jefferson, IL",Midwest,0,1,0,0,0,0.5,1826,1,3.8775385909493782,8.92518638077433,Tiny,Very High,,1,0.0,0.0,4.313469203939567,50.0,0.0,1.0,BEV,0
4403,2019-12-31,Clark,WA,Passenger,1842,1041,2883,317552,320435,0.8997144506686223,2019,12,31,"Clark, WA",West,0,0,0,0,1,0.008997144506686223,1064,4,1.1197993183969857,0.49610926478863887,Large,Low,1842,2883,1440.5,2.8303887348187815,-0.3380339419197512,0.57,0.32,0.009078828034463646,BEV,1
4404,2020-03-31,Sacramento,CA,Passenger,1,1,2,286,288,0.6944444444444444,2020,3,31,"Sacramento, CA",West,0,0,0,0,1,0.006944444444444444,1155,1,1.3175269018697098,2.3763470968966462,Small,Low,1,0,-0.33333333333333337,0.21518987341772156,-0.357480144095969,0.35,0.35,0.006993006993006993,Equal,0
4405,2020-11-30,Fresno,CA,Passenger,1,0,1,196,197,0.5076142131979695,2020,11,30,"Fresno, CA",West,0,0,0,0,1,0.005076142131979695,1399,4,0.5800340994248828,2.3763470968966462,Small,Low,1,0,0.0,-0.029556650246305383,-0.3751794588486596,0.51,0.0,0.00510204081632653,BEV,1
4406,2019-02-28,New Haven,CT,Passenger,0,1,1,49,50,2.0,2019,2,28,"New Haven, CT",Northeast,1,0,0,0,0,0.02,758,1,7.355078360240421,5.193312938314269,Tiny,Medium,,1,-0.75,1.0,-0.23379866840150695,0.0,2.0,0.02040816326530612,PHEV,0
4407,2020-08-31,Boone,MO,Passenger,0,1,1,11,12,8.333333333333332,2020,8,31,"Boone, MO",Midwest,0,1,0,0,0,0.08333333333333333,1308,3,8.216783216783217,9.508726758783093,Tiny,Very High,,0,0.0,0.0,0.3661880647546069,0.0,8.33,0.09090909090909091,PHEV,0
4408,2017-01-31,Thurston,WA,Truck,0,0,0,53304,53304,0.0,2017,1,31,"Thurston, WA",West,0,0,0,0,1,0.0,0,1,0.7381821933671064,0.49610926478863887,Large,,0,0,,-0.0197506344477546,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4409,2019-02-28,Benton,WA,Truck,0,0,0,41540,41540,0.0,2019,2,28,"Benton, WA",West,0,0,0,0,1,0.0,758,1,0.4998395910713274,0.49610926478863887,Large,,0,0,-1.0,-0.6940819512769907,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4410,2020-09-30,Greene,MO,Passenger,0,1,1,39,40,2.5,2020,9,30,"Greene, MO",Midwest,0,1,0,0,0,0.025,1338,3,3.0082846738271374,9.508726758783093,Tiny,High,,0,0.0,0.08108108108108114,-0.18643129473128742,0.0,2.5,0.02564102564102564,PHEV,0
4411,2021-04-30,Salt Lake,UT,Passenger,1,1,2,204,206,0.9708737864077668,2021,4,30,"Salt Lake, UT",West,0,0,0,0,1,0.009708737864077669,1550,2,1.9399415413166634,3.7192942143877543,Small,Low,1,0,-0.6666666666666667,0.5725190839694656,-0.3312926802275899,0.49,0.49,0.00980392156862745,Equal,0
4412,2021-03-31,Grant,WA,Passenger,93,86,179,66389,66568,0.2688979689941112,2021,3,31,"Grant, WA",West,0,0,0,0,1,0.0026889796899411127,1520,1,0.1511207019144853,0.49610926478863887,Large,Low,93,0,inf,1.4292230777652084,-0.39779418192937066,0.14,0.13,0.002696229797104942,BEV,1
4413,2017-11-30,Asotin,WA,Passenger,7,5,12,12506,12518,0.0958619587793577,2017,11,30,"Asotin, WA",West,0,0,0,0,1,0.0009586195877935772,303,4,0.14128323043148727,0.49610926478863887,Large,Low,7,0,inf,0.8821229890242068,-0.41418670463786306,0.06,0.04,0.0009595394210778827,BEV,1
4414,2023-01-31,Cowlitz,WA,Passenger,418,191,609,70068,70677,0.8616664544335498,2023,1,31,"Cowlitz, WA",West,0,0,0,0,1,0.008616664544335498,2191,1,0.2902426914752597,0.49610926478863887,Large,Low,418,609,inf,1.511263501989767,-0.34163840922989075,0.59,0.27,0.008691556773420105,BEV,1
4415,2021-01-31,Richland,SC,Passenger,0,1,1,143,144,0.6944444444444444,2021,1,31,"Richland, SC",South,0,0,0,1,0,0.006944444444444444,1461,1,0.6408254274719533,3.044068324394799,Small,Low,,1,0.0,-0.08280254777070062,-0.357480144095969,0.0,0.69,0.006993006993006993,PHEV,0
4416,2023-02-28,Washtenaw,MI,Passenger,0,2,2,30,32,6.25,2023,2,28,"Washtenaw, MI",Midwest,0,1,0,0,0,0.0625,2219,1,5.197083171495718,6.209602956815754,Tiny,Very High,,2,1.0,-0.1351351351351351,0.168824007795359,0.0,6.25,0.06666666666666667,PHEV,0
4417,2021-08-31,Ulster,NY,Passenger,1,0,1,15,16,6.25,2021,8,31,"Ulster, NY",Northeast,1,0,0,0,0,0.0625,1673,3,6.568627450980392,6.750273862944342,Tiny,Very High,,0,0.0,-0.05882352941176472,0.168824007795359,6.25,0.0,0.06666666666666667,BEV,0
4418,2017-04-30,Nantucket,MA,Passenger,1,0,1,3,4,25.0,2017,4,30,"Nantucket, MA",Northeast,1,0,0,0,0,0.25,89,2,23.888888888888886,7.985613582835361,Tiny,Very High,,0,0.0,-0.19999999999999996,1.9451005204285912,25.0,0.0,0.3333333333333333,BEV,0
4419,2022-03-31,Washington,WI,Passenger,1,0,1,2,3,33.33333333333333,2022,3,31,"Washington, WI",Midwest,0,1,0,0,0,0.3333333333333333,1885,1,20.973468523440637,34.882936507936506,Tiny,Very High,,0,0.0,0.5,2.734556748265583,33.33,0.0,0.5,BEV,0
4420,2019-01-31,Island,WA,Passenger,288,229,517,63165,63682,0.811846361609246,2019,1,31,"Island, WA",West,0,0,0,0,1,0.00811846361609246,730,1,0.8481750077775286,0.49610926478863887,Large,Low,288,517,inf,1.963193895118887,-0.34635810313607845,0.45,0.36,0.008184912530673633,BEV,1
4421,2017-07-31,Chelan,WA,Passenger,68,35,103,52133,52236,0.1971820200627919,2017,7,31,"Chelan, WA",West,0,0,0,0,1,0.0019718202006279197,181,3,0.5448939941607858,0.49610926478863887,Large,Low,68,0,-0.855944055944056,-0.048940353943631165,-0.40458817423165905,0.13,0.07,0.001975715957263154,BEV,1
4422,2022-04-30,Kittitas,WA,Passenger,235,79,314,29710,30024,1.045830002664535,2022,4,30,"Kittitas, WA",West,0,0,0,0,1,0.010458300026645351,1915,2,0.5641342677644992,0.49610926478863887,Large,Medium,235,0,313.0,1.0495596969076386,-0.32419172201890967,0.78,0.26,0.010568832043083136,BEV,1
4423,2018-02-28,Alameda,CA,Passenger,0,1,1,368,369,0.2710027100271002,2018,2,28,"Alameda, CA",West,0,0,0,0,1,0.0027100271002710027,393,1,1.873655960822359,2.3763470968966462,Small,Low,0,1,-0.8333333333333334,0.524793388429752,-0.39759478981939345,0.0,0.27,0.002717391304347826,PHEV,0
4424,2017-10-31,Benton,WA,Passenger,164,154,318,129369,129687,0.2452057646487311,2017,10,31,"Benton, WA",West,0,0,0,0,1,0.0024520576464873117,273,4,0.4998395910713274,0.49610926478863887,Large,Low,164,0,inf,2.121978815599422,-0.4000386569219683,0.13,0.12,0.002458085012638267,BEV,1
4425,2021-03-31,Walla Walla,WA,Passenger,107,71,178,36243,36421,0.4887290299552456,2021,3,31,"Walla Walla, WA",West,0,0,0,0,1,0.004887290299552456,1520,1,0.3075422502625197,0.49610926478863887,Large,Low,107,0,16.8,1.6578851346420493,-0.376968541911637,0.29,0.19,0.004911293215241564,BEV,1
4426,2019-06-30,Skamania,WA,Passenger,23,18,41,8715,8756,0.4682503426222019,2019,6,30,"Skamania, WA",West,0,0,0,0,1,0.004682503426222019,880,2,0.539136912495246,0.49610926478863887,Medium,Low,23,0,-0.7842105263157895,0.06806538180043908,-0.3789085851819967,0.26,0.21,0.0047045324153757884,BEV,1
4427,2021-10-31,Sacramento,CA,Passenger,2,1,3,255,258,1.1627906976744187,2021,10,31,"Sacramento, CA",West,0,0,0,0,1,0.011627906976744186,1734,4,1.3175269018697098,2.3763470968966462,Small,Medium,2,0,0.5,-0.10416666666666663,-0.31311148012838613,0.78,0.39,0.011764705882352941,BEV,1
4428,2021-12-31,Montgomery,MD,Passenger,2,2,4,224,228,1.7543859649122808,2021,12,31,"Montgomery, MD",South,0,0,0,1,0,0.017543859649122806,1795,4,3.3845748428094966,2.4788927006453108,Small,Medium,,4,0.0,0.036363636363636376,-0.25706685195880774,0.88,0.88,0.017857142857142856,Equal,0
4429,2025-02-28,Anne Arundel,MD,Passenger,6,2,8,232,240,3.333333333333333,2025,2,28,"Anne Arundel, MD",South,0,0,0,1,0,0.03333333333333333,2950,1,1.420232154420389,2.4788927006453108,Small,High,,8,3.0,-0.39546599496221657,-0.10748567194758825,2.5,0.83,0.034482758620689655,BEV,0
4430,2024-04-30,Riverside,CA,Passenger,10,0,10,401,411,2.4330900243309,2024,4,30,"Riverside, CA",West,0,0,0,0,1,0.024330900243309004,2646,2,1.2845825902554182,2.3763470968966462,Small,High,10,0,4.0,-0.5453539823008849,-0.19276999437085454,2.43,0.0,0.02493765586034913,BEV,1
4431,2019-02-28,Dakota,MN,Passenger,0,2,2,38,40,5.0,2019,2,28,"Dakota, MN",Midwest,0,1,0,0,0,0.05,758,1,3.79039254538479,5.326059113447683,Tiny,High,,2,1.0,0.1428571428571428,0.05040557361981019,0.0,5.0,0.05263157894736842,PHEV,0
4432,2024-07-31,Montgomery,OH,Passenger,0,1,1,42,43,2.325581395348837,2024,7,31,"Montgomery, OH",Midwest,0,1,0,0,0,0.023255813953488372,2738,3,3.3845748428094966,10.156803262744363,Tiny,High,,0,0.0,-0.022727272727272707,-0.2029547971743873,0.0,2.33,0.023809523809523808,PHEV,0
4433,2020-11-30,Rockingham,NH,Passenger,1,0,1,27,28,3.5714285714285716,2020,11,30,"Rockingham, NH",Northeast,1,0,0,0,0,0.03571428571428571,1399,4,4.7244010141927655,14.041988616382616,Tiny,High,,0,0.0,0.8666666666666667,-0.08492977972367415,3.57,0.0,0.037037037037037035,BEV,0
4434,2023-05-31,Tooele,UT,Passenger,1,0,1,12,13,7.6923076923076925,2023,5,31,"Tooele, UT",West,0,0,0,0,1,0.07692307692307693,2311,2,13.97252747252747,3.7192942143877543,Tiny,Very High,1,0,0.0,0.625,0.30546066261329996,7.69,0.0,0.08333333333333333,BEV,1
4435,2019-07-31,Island,WA,Truck,0,0,0,21286,21286,0.0,2019,7,31,"Island, WA",West,0,0,0,0,1,0.0,911,3,0.8481750077775286,0.49610926478863887,Large,,0,0,-1.0,-0.6657454225683866,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4436,2021-05-31,San Mateo,CA,Passenger,2,0,2,123,125,1.6,2021,5,31,"San Mateo, CA",West,0,0,0,0,1,0.016,1581,2,2.3794542285345877,2.3763470968966462,Small,Medium,2,0,1.0,-0.16666666666666663,-0.27169256733768254,1.6,0.0,0.016260162601626018,BEV,1
4437,2021-02-28,Dallas,TX,Passenger,1,0,1,189,190,0.5263157894736842,2021,2,28,"Dallas, TX",South,0,0,0,1,0,0.005263157894736842,1489,1,3.433081869042711,4.399044782974192,Small,Low,,1,0.0,-0.12037037037037035,-0.37340776974531187,0.53,0.0,0.005291005291005291,BEV,0
4438,2018-01-31,Lewis,WA,Truck,0,0,0,25329,25329,0.0,2018,1,31,"Lewis, WA",West,0,0,0,0,1,0.0,365,1,1.0942069427617291,0.49610926478863887,Large,,0,0,,0.00848064978499763,-0.4232681630823851,0.0,0.0,0.0,Equal,0
4439,2019-08-31,Frederick,MD,Passenger,1,1,2,76,78,2.564102564102564,2019,8,31,"Frederick, MD",South,0,0,0,1,0,0.02564102564102564,942,3,2.864985008110487,2.4788927006453108,Tiny,High,,0,0.0,-0.012658227848101222,-0.18035855451715674,1.28,1.28,0.02631578947368421,Equal,0
4440,2023-11-30,Coryell,TX,Passenger,1,0,1,68,69,1.4492753623188404,2023,11,30,"Coryell, TX",South,0,0,0,1,0,0.014492753623188406,2494,4,1.0668838323098937,4.399044782974192,Tiny,Medium,,0,0.0,-0.33009708737864074,-0.28597142780638646,1.45,0.0,0.014705882352941176,BEV,0
4443,2024-01-31,King,WA,Passenger,71731,17381,89112,1314273,1403385,6.3497899721031645,2024,1,31,"King, WA",West,0,0,0,0,1,0.06349789972103165,2556,1,1.6152032027595458,0.49610926478863887,Large,Very High,71731,89112,1.096900957714662,-0.0019507470159189078,0.17827758558966175,5.11,1.24,0.06780326461853815,BEV,1
4444,2018-05-31,Monterey,CA,Passenger,0,1,1,192,193,0.5181347150259067,2018,5,31,"Monterey, CA",West,0,0,0,0,1,0.0051813471502590676,485,2,2.203635201936347,2.3763470968966462,Small,Low,0,0,0.0,5.655172413793103,-0.37418280176609536,0.0,0.52,0.005208333333333333,PHEV,0
4445,2025-02-28,Harford,MD,Passenger,2,0,2,37,39,5.128205128205128,2025,2,28,"Harford, MD",South,0,0,0,1,0,0.05128205128205128,2950,1,2.9902157989045866,2.4788927006453108,Tiny,Very High,,2,0.0,-0.2909090909090909,0.06255105404807157,5.13,0.0,0.05405405405405406,BEV,0
4446,2024-01-31,DuPage,IL,Passenger,3,1,4,33,37,10.81081081081081,2024,1,31,"DuPage, IL",Midwest,0,1,0,0,0,0.10810810810810811,2556,1,6.254865473757462,8.92518638077433,Tiny,Very High,,4,0.33333333333333326,-0.21276595744680848,0.6008912676250641,8.11,2.7,0.12121212121212122,BEV,0
4447,2022-09-30,Orange,NC,Passenger,1,0,1,6,7,14.285714285714285,2022,9,30,"Orange, NC",South,0,0,0,1,0,0.14285714285714285,2068,3,5.612539592285521,5.916470008427661,Tiny,Very High,,0,0.0,-0.5333333333333333,0.9300853703524584,14.29,0.0,0.16666666666666666,BEV,0
4448,2019-05-31,Monroe,IL,Passenger,1,0,1,4,5,20.0,2019,5,31,"Monroe, IL",Midwest,0,1,0,0,0,0.2,850,2,23.023809523809526,8.92518638077433,Tiny,Very High,,0,0.0,0.25,1.471426783726396,20.0,0.0,0.25,BEV,0
4449,2019-08-31,San Juan,WA,Passenger,225,73,298,14435,14733,2.022670196158284,2019,8,31,"San Juan, WA",West,0,0,0,0,1,0.02022670196158284,942,3,2.331409400143752,0.49610926478863887,Large,High,225,0,-0.4991596638655462,-0.0036518563603165077,-0.2316510130962937,1.53,0.5,0.02064426740561136,BEV,1
4450,2019-10-31,Chesapeake,VA,Passenger,0,1,1,452,453,0.2207505518763796,2019,10,31,"Chesapeake, VA",South,0,0,0,1,0,0.002207505518763797,1003,4,0.4068770476654185,9.696117221277873,Small,Low,,0,0.0,0.04377880184331806,-0.4023554153251137,0.0,0.22,0.0022123893805309734,PHEV,0
4451,2022-08-31,Santa Clara,CA,Passenger,17,3,20,280,300,6.666666666666666,2022,8,31,"Santa Clara, CA",West,0,0,0,0,1,0.06666666666666667,2038,3,5.05591957071781,2.3763470968966462,Small,Very High,17,0,0.6666666666666667,-0.11764705882352944,0.20829681918720855,5.67,1.0,0.07142857142857142,BEV,1
4452,2018-02-28,Duval,FL,Passenger,1,2,3,368,371,0.8086253369272237,2018,2,28,"Duval, FL",South,0,0,0,1,0,0.008086253369272238,393,1,0.99645569532835,3.039365731673768,Small,Low,,3,2.0,7.627906976744185,-0.34666324609550714,0.27,0.54,0.008152173913043478,PHEV,0
4453,2021-06-30,Miami-Dade,FL,Passenger,1,0,1,112,113,0.8849557522123893,2021,6,30,"Miami-Dade, FL",South,0,0,0,1,0,0.008849557522123894,1611,2,1.6126810416708373,3.039365731673768,Small,Low,,0,-0.5,0.9152542372881356,-0.33943210348907615,0.88,0.0,0.008928571428571428,BEV,0
